time,Power(W),shortwave_radiation_instant,direct_normal_irradiance_instant,diffuse_radiation_instant,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,temperature_2m ,relative_humidity_2m ,surface_pressure,wind_speed_10m,wind_direction_10m,direct_radiation_instant,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,uv_index,dew_point_2m,WS50M,WD50M,latitude,longitude,number,expver,cbh,cloud_cover_high,cloud_cover_low,cloud_cover_mid,cloud_cover,tciw,hour,day_of_year,month,day_of_week,is_day,solar_elevation
10/27/2025 21:00,0,0,0,0,0,0,0,26.61,85,101.22,4.88,80.8,0,0,0,0,0,23.91,6.04,80.5,9.67,80.18,0,1,823.45825,99.43,18.8,87.44,99.74,0.21616018,21,300,10,1,0,0
10/27/2025 22:00,0,0,0,0,0,0,0,26.55,84.82,101.18,4.56,79.7,0,0,0,0,0,23.81,5.68,79.2,9.67,80.18,0,1,979.0559,99.45,11.52,91.52,100,0.14362311,22,300,10,1,0,0
10/27/2025 23:00,0,0,0,0,0,0,0,26.48,84.84,101.12,4.29,78,0,0,0,0,0,23.74,5.36,77.7,9.67,80.18,0,1,332.45776,99.78,16.61,74.51,100,0.11861408,23,300,10,1,0,0
10/28/2025 0:00,0,0,0,0,0,0,0,26.41,85.04,101.05,4.17,76.1,0,0,0,0,0,23.72,5.21,75.9,9.67,80.18,0,1,321.59766,98.74,27.81,77.39,99.84,0.14836144,0,301,10,2,0,0
10/28/2025 1:00,0,0,0,0,0,0,0,26.32,85.34,100.98,4.1,73.6,0,0,0,0,0,23.69,5.1,73.5,9.67,80.18,0,1,300.8518,99.6,45.68,83.91,100,0.17942399,1,301,10,2,0,0
10/28/2025 2:00,0,0,0,0,0,0,0,26.23,85.77,100.95,4.01,68.9,0,0,0,0,0,23.68,4.95,68.9,9.67,80.18,0,1,239.87424,99.48,24.31,79.32,99.71,0.15464479,2,301,10,2,0,0
10/28/2025 3:00,0,0,0,0,0,0,0,26.19,85.84,100.95,3.9,63.3,0,0,0,0,0,23.66,4.77,63.5,9.67,80.18,0,1,224.84563,100,9.95,89.17,100,0.11087924,3,301,10,2,0,0
10/28/2025 4:00,0,0,0,0,0,0,0,26.17,85.93,100.99,3.88,58.8,0,0,0,0,0,23.65,4.75,58.8,9.67,80.18,0,1,242.98889,100,10.48,99.99,100,0.11265677,4,301,10,2,0,0
10/28/2025 5:00,0,5.2,0,6.36,10.18,0.13,0.07,26.2,85.78,101.06,3.99,54.8,2.33,4.4,0.33,0,0,23.66,4.89,54.9,9.67,80.18,0,1,237.15515,100,19.86,97.71,100,0.17210978,5,301,10,2,0,0
10/28/2025 6:00,242.2,62.47,0,58.93,160.52,0.19,0.06,26.74,84.42,101.13,4.3,52.7,31.35,73.41,4.41,0.03,0.15,23.92,5.09,52.7,9.67,80.18,0,1,233.81528,100,21.17,97.48,100,0.24955952,6,301,10,2,1,0
10/28/2025 7:00,386.1111111,116.78,0,104.14,392.42,0.18,0.06,27.21,82.14,101.21,4.76,49.3,60.25,184.2,8.78,0.17,0.82,23.92,5.19,49.4,9.67,80.18,0,1,393.08545,100,10.16,87.35,100,0.3837117,7,301,10,2,1,11.91744842
10/28/2025 8:00,905.375,303.58,0.27,234.76,608.03,0.33,0.06,27.55,80.52,101.26,5.04,48.9,151.35,286.7,21.12,0.56,2.9,23.92,5.44,49.2,9.67,80.18,0,1,440.73706,100,12.7,69.53,100,0.39257115,8,301,10,2,1,25.9180454
10/28/2025 9:00,3767,237.73,22.44,138.79,775.25,0.21,0.06,27.94,78.45,101.26,5.33,49.8,124.1,365.3,18.51,0.59,3.03,23.87,5.76,50.1,9.67,80.18,0,1,461.0586,99.84,11.2,40.61,99.84,0.30020094,9,301,10,2,1,39.42674348
10/28/2025 10:00,3613.833333,296.52,12.94,214.77,877.35,0.24,0.06,28.28,76.46,101.2,5.56,49.5,152.94,412.96,22.75,0.79,3.9,23.77,6.03,49.9,9.67,80.18,0,1,499.39453,100,19.48,99.34,100,0.26952922,10,301,10,2,1,51.90849577
10/28/2025 11:00,4397.833333,356.15,0,258.07,904.35,0.28,0.07,28.51,75.03,101.09,5.74,50.1,181.7,425.38,26.67,0.94,4.68,23.67,6.23,50.5,9.67,80.18,0,1,604.8955,100,3.24,93.49,100,0.3350035,11,301,10,2,1,61.94994082
10/28/2025 12:00,4697.166667,290.4,21.18,204.12,854.8,0.24,0.06,28.64,74.1,100.97,5.95,50.5,150.97,402.12,22.39,0.76,3.75,23.6,6.48,51.1,9.67,80.18,0,1,640.2146,100,1.18,56.36,100,0.301166,12,301,10,2,1,66.22191572
10/28/2025 13:00,3053.6,541.2,104.86,388.01,733.03,0.51,0.07,28.69,73.65,100.87,6.18,50.9,260.4,345.1,34.34,1.04,5.45,23.54,6.75,51.4,9.67,80.18,0,1,2236.1304,100,5.13,58.47,100,0.35626203,13,301,10,2,1,61.94994082
10/28/2025 14:00,2693.5,291.27,19.17,232.95,550.4,0.34,0.06,28.6,73.84,100.82,6.13,51.6,144.21,258.98,20.06,0.48,2.45,23.49,6.71,52.1,9.67,80.18,0,1,1811.8218,100,8.32,71.58,100,0.40464443,14,301,10,2,1,51.90849577
10/28/2025 15:00,1374,142,16.64,125.11,326.55,0.25,0.06,28.43,74.41,100.82,5.74,52,71.07,152.29,10.01,0.16,0.75,23.46,6.29,52.4,9.67,80.18,0,1,3454.9656,100,9.66,53.47,100,0.29831374,15,301,10,2,1,39.42674348
10/28/2025 16:00,801.6,51.2,1.29,52,106.3,0.2,0.06,28.13,76.12,100.87,5.2,52.2,25.15,47.8,3.46,0.02,0.08,23.56,5.79,52.4,9.67,80.18,0,1,3101.922,99.65,9.54,71.96,100,0.2313692,16,301,10,2,1,25.9180454
10/28/2025 17:00,312,0,0,0,0,0,0,27.61,79.85,100.93,4.38,51.6,0,0,0,0,0,23.83,5.33,51.8,9.67,80.18,0,1,1424.239,99.06,8.16,88.18,99.61,0.15345496,17,301,10,2,1,11.91744842
10/28/2025 18:00,0,0,0,0,0,0,0,27.38,81.51,101,4.01,50.9,0,0,0,0,0,23.97,5.01,51,9.67,80.18,0,1,473.92847,98.48,14.88,96.3,99.48,0.11280191,18,301,10,2,1,0
10/28/2025 19:00,0,0,0,0,0,0,0,27.28,82.32,101.08,3.84,49.8,0,0,0,0,0,24.03,4.8,49.7,9.67,80.18,0,1,385.47095,96.69,28.92,96.23,99.03,0.05936676,19,301,10,2,0,0
10/28/2025 20:00,0,0,0,0,0,0,0,27.2,82.93,101.14,3.82,49.4,0,0,0,0,0,24.08,4.77,49.3,9.67,80.18,0,1,291.14355,97.92,24.29,98.38,100,0.04773942,20,301,10,2,0,0
10/28/2025 21:00,0,0,0,0,0,0,0,27.1,83.51,101.14,3.82,49.5,0,0,0,0,0,24.1,4.74,49.4,9.67,80.18,0,1,383.5769,92.07,13.48,94.75,98.22,0.047919113,21,301,10,2,0,0
10/28/2025 22:00,0,0,0,0,0,0,0,27.01,83.88,101.11,3.73,48.4,0,0,0,0,0,24.07,4.62,48.2,9.67,80.18,0,1,858.85547,90.93,9.29,85.99,98.27,0.044339407,22,301,10,2,0,0
10/28/2025 23:00,0,0,0,0,0,0,0,26.9,84.15,101.06,3.62,45.9,0,0,0,0,0,24.02,4.44,45.7,9.67,80.18,0,1,269.81006,92.42,18.07,91.88,97.81,0.06126206,23,301,10,2,0,0
10/29/2025 0:00,0,0,0,0,0,0,0,26.79,84.4,100.97,3.5,42.2,0,0,0,0,0,23.95,4.28,42.2,9.67,80.18,0,1,263.66113,93.5,16.15,83.74,99.52,0.08982593,0,302,10,3,0,0
10/29/2025 1:00,0,0,0,0,0,0,0,26.69,84.65,100.9,3.47,38.3,0,0,0,0,0,23.92,4.24,38.4,9.67,80.18,0,1,231.49226,97.62,19.44,94.29,99.48,0.11452472,1,302,10,3,0,0
10/29/2025 2:00,0,0,0,0,0,0,0,26.64,84.92,100.86,3.59,32.4,0,0,0,0,0,23.92,4.4,32.5,9.67,80.18,0,1,225.49396,100,32.96,99.45,100,0.0843904,2,302,10,3,0,0
10/29/2025 3:00,0,0,0,0,0,0,0,26.65,85.01,100.86,3.86,25.5,0,0,0,0,0,23.94,4.75,25.9,9.67,80.18,0,1,215.77614,99.64,20.99,98.23,99.87,0.040310584,3,302,10,3,0,0
10/29/2025 4:00,0,0,0,0,0,0,0,26.69,84.89,100.91,4.12,20.9,0,0,0,0,0,23.96,5.11,21.4,9.67,80.18,0,1,221.8747,94.39,19.51,91.83,98.59,0.027584922,4,302,10,3,0,0
10/29/2025 5:00,0,5.25,0,6.42,9.75,0.13,0.07,26.74,84.88,100.98,4.42,18.2,2.33,4.15,0.33,0,0,24,5.52,18.8,9.67,80.18,0,1,241.74614,84.88,23.55,77.53,94.85,0.022267412,5,302,10,3,0,0
10/29/2025 6:00,338.3333333,58.67,2.2,55.27,152.05,0.18,0.06,27.26,83.66,101.05,5.03,17.6,29.51,68.77,4.18,0.03,0.15,24.28,6.03,18.1,9.67,80.18,0,1,232.70406,81.09,70.92,56.65,93.96,0.022273414,6,302,10,3,1,0
10/29/2025 7:00,1110.25,133.4,5.36,118.52,383.15,0.21,0.06,27.69,81.93,101.12,5.85,17.9,68.24,179.03,9.91,0.18,0.9,24.34,6.48,18.4,9.67,80.18,0,1,302.6223,95.37,25.95,78.27,98.98,0.037963964,7,302,10,3,1,11.84357359
10/29/2025 8:00,1100.666667,222.4,25.2,144.94,601.58,0.24,0.06,27.95,80.65,101.16,6.09,19.4,114.07,283.55,16.7,0.44,2.28,24.33,6.68,19.9,9.67,80.18,0,1,333.11304,99.18,27.1,87.83,99.7,0.009478334,8,302,10,3,1,25.81684201
10/29/2025 9:00,4185.833333,381.3,27.09,224.35,771.28,0.34,0.06,28.22,79.19,101.17,6.11,21.8,191.17,364.05,27.29,0.86,4.43,24.29,6.67,22.4,9.67,80.18,0,1,375.9536,96.72,19.54,59.6,99.14,0.014654435,9,302,10,3,1,39.28812244
10/29/2025 10:00,4374.6,424.2,9.11,309.33,872.88,0.34,0.07,28.41,77.91,101.11,6.13,24.5,214.03,411.63,30.88,1.06,5.22,24.2,6.68,24.9,9.67,80.18,0,1,372.6223,100,7.12,69.42,100,0.07137263,10,302,10,3,1,51.71512451
10/29/2025 11:00,7102.5,520.4,30.08,367.77,902.38,0.41,0.07,28.52,76.72,101,6.23,27.4,257.56,425.81,36.53,1.28,6.38,24.06,6.79,27.7,9.67,80.18,0,1,297.16406,100,44.68,56.93,100,0.07241118,11,302,10,3,1,61.68036302
10/29/2025 12:00,7933.75,511.77,71.5,303.22,856.58,0.42,0.06,28.55,75.86,100.9,6.39,30.1,252.48,404.79,35.53,1.19,5.88,23.91,6.97,30.2,9.67,80.18,0,1,318.98608,99.84,14.84,54.29,99.84,0.08708799,12,302,10,3,1,65.90157613
10/29/2025 13:00,4943.4,319.42,41.96,233.2,738,0.3,0.06,28.51,75.49,100.82,6.55,32.3,163.03,349.6,23.66,0.72,3.83,23.78,7.15,32.3,9.67,80.18,0,1,271.2827,99.54,4.78,58.49,99.73,0.08904034,13,302,10,3,1,61.68036302
10/29/2025 14:00,3139.75,411.3,114.18,255.77,558.33,0.49,0.06,28.38,75.7,100.78,6.6,34.3,199.67,265.08,26.48,0.62,3.17,23.71,7.23,34.2,9.67,80.18,0,1,345.99487,96.94,12.32,69.58,100,0.10541284,14,302,10,3,1,51.71512451
10/29/2025 15:00,2313,222.52,51.25,176.63,337.38,0.39,0.07,28.18,76.5,100.78,6.53,36.3,108.68,159.85,14.3,0.21,1.05,23.68,7.2,36.1,9.67,80.18,0,1,371.8601,97.28,11.84,84.98,99.33,0.11093056,15,302,10,3,1,39.28812244
10/29/2025 16:00,2250.8,69.62,13.04,70.52,113.82,0.28,0.07,27.85,78.36,100.82,6.3,38.6,33.83,52.41,4.46,0.02,0.1,23.76,7.07,38.1,9.67,80.18,0,1,1855.51,97.34,4.48,69.52,99.59,0.09576321,16,302,10,3,1,25.81684201
10/29/2025 17:00,305,0,0,0,0,0,0,27.44,81.21,100.88,5.78,41.3,0,0,0,0,0,23.95,6.88,40.8,9.67,80.18,0,1,1712.7993,96.43,28.44,70.4,98.57,0.049557716,17,302,10,3,1,11.84357359
10/29/2025 18:00,0,0,0,0,0,0,0,27.22,83.03,100.96,5.48,44.6,0,0,0,0,0,24.11,6.68,44.2,9.67,80.18,0,1,414.01855,96.74,36.79,80.65,99.37,0.0340334,18,302,10,3,1,0
10/29/2025 19:00,0,0,0,0,0,0,0,27.08,84.12,101.02,5.19,48.4,0,0,0,0,0,24.19,6.37,48,9.67,80.18,0,1,470.8562,96.62,40.59,70.49,99.14,0.028026897,19,302,10,3,0,0
10/29/2025 20:00,0,0,0,0,0,0,0,26.99,84.65,101.06,4.82,53.3,0,0,0,0,0,24.21,5.95,53,9.67,80.18,0,1,498.34375,98.45,30.68,73.88,99.99,0.0259086,20,302,10,3,0,0
10/29/2025 21:00,0,0,0,0,0,0,0,26.86,85.2,101.06,4.44,58.9,0,0,0,0,0,24.19,5.47,58.7,9.67,80.18,0,1,505.53198,92.39,39.64,54.19,96.3,0.049452636,21,302,10,3,0,0
10/29/2025 22:00,0,0,0,0,0,0,0,26.73,85.69,101.02,4.03,65.5,0,0,0,0,0,24.16,4.95,65.6,9.67,80.18,0,1,416.54004,93.87,32.63,79.33,97.99,0.043692145,22,302,10,3,0,0
10/29/2025 23:00,0,0,0,0,0,0,0,26.58,86.2,100.95,3.65,72.8,0,0,0,0,0,24.11,4.48,73,9.67,80.18,0,1,389.59302,96.42,24.3,56.79,98.44,0.029043537,23,302,10,3,0,0
10/30/2025 0:00,0,0,0,0,0,0,0,26.38,86.86,100.85,3.32,79.1,0,0,0,0,0,24.03,4.03,79.7,9.67,80.18,0,1,249.48131,95.59,21.59,33.95,97.64,0.067234814,0,303,10,4,0,0
10/30/2025 1:00,0,0,0,0,0,0,0,26.24,87.05,100.76,3.09,84.6,0,0,0,0,0,23.95,3.72,85.5,9.67,80.18,0,1,332.2788,98.49,16.16,35.27,98.49,0.09500581,1,303,10,4,0,0
10/30/2025 2:00,0,0,0,0,0,0,0,26.15,87.11,100.73,2.99,91.3,0,0,0,0,0,23.85,3.57,92.4,9.67,80.18,0,1,275.71045,99.53,17.87,45.88,99.69,0.06798649,2,303,10,4,0,0
10/30/2025 3:00,0,0,0,0,0,0,0,26.1,86.73,100.75,2.83,94.3,0,0,0,0,0,23.74,3.31,95.2,9.67,80.18,0,1,377.6194,99.64,26.1,43.58,100,0.051092923,3,303,10,4,0,0
10/30/2025 4:00,0,0,0,0,0,0,0,26.14,85.77,100.79,2.61,88.7,0,0,0,0,0,23.59,3.02,89.2,9.67,80.18,0,1,331.6731,98.41,29.29,63.91,99.5,0.04942264,4,303,10,4,0,0
10/30/2025 5:00,0,7.05,4.51,9.58,11.05,0.17,0.06,26.2,85.11,100.87,2.74,73.9,3.12,4.77,0.44,0,0,23.53,3.21,74.4,9.67,80.18,0,1,330.79053,97.57,25.19,78.73,99.45,0.04391397,5,303,10,4,0,0
10/30/2025 6:00,762,85.82,40.31,60.93,176.05,0.26,0.05,26.8,83.85,100.96,3.37,67.1,42.65,83.13,5.78,0.04,0.2,23.87,3.87,67.5,9.67,80.18,0,1,323.03467,96.74,30.16,76.44,99.45,0.034762498,6,303,10,4,1,0
10/30/2025 7:00,2994.2,231.73,102.92,158.24,412.23,0.36,0.06,27.3,81.76,101.05,4.01,73.8,114.11,197.6,15.73,0.28,1.35,23.94,4.33,74.3,9.67,80.18,0,1,450.83984,91.35,32.83,78.86,97.31,0.032459192,7,303,10,4,1,11.77033631
10/30/2025 8:00,2394.166667,339.52,62.85,214.05,626.33,0.37,0.06,27.62,80.68,101.11,4.35,80.2,168.5,299.73,24.55,0.63,3.28,24.02,4.7,80.9,9.67,80.18,0,1,452.06934,90.56,21.64,86.31,95.99,0.045162518,8,303,10,4,1,25.71622554
10/30/2025 9:00,638.5714286,261.75,7.61,195.84,791,0.24,0.06,27.77,80.47,101.1,4.48,76.7,133.93,377.28,20.21,0.63,3.28,24.13,4.85,77.5,9.67,80.18,0,1,417.76758,91.31,17.52,75.84,94.56,0.0485107,9,303,10,4,1,39.15018661
10/30/2025 10:00,501,260.73,9.05,189.38,890.38,0.21,0.06,27.82,80.59,101,4.42,63.8,136.45,423.75,21,0.72,3.55,24.2,4.8,64.8,9.67,80.18,0,1,466.8684,91.82,20.25,85.51,96.16,0.045565788,10,303,10,4,1,51.52292655
10/30/2025 11:00,4612,473.15,20.38,335.89,908.6,0.37,0.07,27.8,80.95,100.87,4.47,48,237.75,431.22,34.42,1.2,5.95,24.26,4.87,48.9,9.67,80.18,0,1,529.0471,94.54,23.23,86,96.49,0.08739585,11,303,10,4,1,61.41344076
10/30/2025 12:00,5504.4,524.95,47.91,320.02,860.03,0.44,0.07,27.81,81.23,100.74,4.77,35.1,261.25,408.42,36.88,1.23,6.05,24.33,5.21,36.1,9.67,80.18,0,1,2379.944,91.1,3.41,48.73,93.63,0.11442864,12,303,10,4,1,65.585512
10/30/2025 13:00,3083.333333,386.1,39.92,241.7,739.85,0.36,0.06,27.85,81.39,100.65,5.17,29.7,193.29,352.07,27.75,0.83,4.4,24.4,5.67,30.8,9.67,80.18,0,1,563.9099,95.21,12.14,47.89,96.52,0.13781077,13,303,10,4,1,61.41344076
10/30/2025 14:00,1472.5,259.33,23.82,206.52,559.2,0.31,0.06,27.77,82.73,100.59,5.7,31.1,130.67,266.58,18.8,0.45,2.3,24.58,6.3,32.1,9.67,80.18,0,1,1673.3213,96.08,16.96,36.72,97.48,0.18721104,14,303,10,4,1,51.52292655
10/30/2025 15:00,2832.75,147.27,20.74,128.8,336.1,0.26,0.06,27.59,85.13,100.57,6.04,35.1,74.1,159.65,10.55,0.16,0.77,24.89,6.79,36.5,9.67,80.18,0,1,1719.3501,97.83,21.99,24.82,98.59,0.13343817,15,303,10,4,1,39.15018661
10/30/2025 16:00,1334.5,21.67,0,21.36,112.3,0.09,0.05,27.49,87.52,100.56,5.97,41.2,11.38,51.72,1.73,0.01,0.05,25.26,6.82,43.7,9.67,80.18,0,1,771.6355,97.99,14.77,8.67,98.48,0.07665712,16,303,10,4,1,25.71622554
10/30/2025 17:00,424.6,0,0,0,0,0,0,27.45,89.34,100.59,5.16,56.3,0,0,0,0,0,25.56,5.96,60,9.67,80.18,0,1,4166.1562,99.27,11.96,7.54,99.53,0.083064675,17,303,10,4,1,11.77033631
10/30/2025 18:00,0,0,0,0,0,0,0,27.44,90.27,100.65,4.21,90.7,0,0,0,0,0,25.72,4.98,94.4,9.67,80.18,0,1,4892.3906,98.18,4.64,3.2,98.18,0.058333255,18,303,10,4,1,0
10/30/2025 19:00,0,0,0,0,0,0,0,27.32,90.68,100.75,4.92,123.7,0,0,0,0,0,25.68,5.85,126,9.67,80.18,0,1,2728.8838,98.93,5.11,5.63,98.93,0.09499061,19,303,10,4,0,0
10/30/2025 20:00,0,0,0,0,0,0,0,27.11,90.79,100.84,7.01,147.5,0,0,0,0,0,25.48,8.23,149,9.67,80.18,0,1,2525.145,99.6,4.29,5.66,99.73,0.07346499,20,303,10,4,0,0
10/30/2025 21:00,0,0,0,0,0,0,0,26.87,90.98,100.9,8.46,156.2,0,0,0,0,0,25.28,9.93,157.4,9.67,80.18,0,1,545.5288,99.45,9.05,10.15,99.45,0.028271314,21,303,10,4,0,0
10/30/2025 22:00,0,0,0,0,0,0,0,26.78,89.79,100.95,8.59,160.7,0,0,0,0,0,24.98,10.18,161.6,9.67,80.18,0,1,339.71533,96.61,7.91,10.42,96.84,0.040038217,22,303,10,4,0,0
10/30/2025 23:00,0,0,0,0,0,0,0,26.71,88.35,100.95,8.37,161.9,0,0,0,0,0,24.64,10.04,162.3,9.67,80.18,0,1,298.64478,93.06,8.06,17.78,95.01,0.04595636,23,303,10,4,0,0
10/31/2025 0:00,0,0,0,0,0,0,0,26.69,87.39,100.87,7.99,160.9,0,0,0,0,0,24.45,9.63,160.9,9.67,80.18,0,1,382.48535,94.3,6.96,19.55,95.83,0.06043077,0,304,10,5,0,0
10/31/2025 1:00,0,0,0,0,0,0,0,26.67,87.34,100.79,7.28,159,0,0,0,0,0,24.41,8.87,158.7,9.67,80.18,0,1,358.03467,96.77,13.26,35.01,99.13,0.073320866,1,304,10,5,0,0
10/31/2025 2:00,0,0,0,0,0,0,0,26.64,87.65,100.77,6.54,159.1,0,0,0,0,0,24.44,8.04,158.6,9.67,80.18,0,1,356.8379,99.24,9.04,35.53,99.87,0.0905,2,304,10,5,0,0
10/31/2025 3:00,0,0,0,0,0,0,0,26.57,88.16,100.78,6.06,160.1,0,0,0,0,0,24.47,7.49,159.8,9.67,80.18,0,1,364.63892,98.69,22.01,25.33,98.84,0.10152793,3,304,10,5,0,0
10/31/2025 4:00,0,0,0,0,0,0,0,26.48,88.93,100.81,5.77,161,0,0,0,0,0,24.52,7.13,160.9,9.67,80.18,0,1,460.05615,99.87,15.24,25.45,99.87,0.15927118,4,304,10,5,0,0
10/31/2025 5:00,0,7.3,4.58,9.92,10.85,0.18,0.06,26.43,89.44,100.88,5.49,162.2,3.22,4.7,0.45,0,0,24.57,6.8,162.3,9.67,80.18,0,1,518.7029,98.91,13.41,6.59,99.39,0.14807975,5,304,10,5,0,0
10/31/2025 6:00,599,105.5,60.27,66.29,173.32,0.32,0.06,26.64,89.05,100.97,5.46,164.4,51.82,81.73,6.87,0.05,0.25,24.71,6.38,164.5,9.67,80.18,0,1,508.00513,99.99,12.49,17.72,99.99,0.056157555,6,304,10,5,1,0
10/31/2025 7:00,2888.5,279.17,112.74,192.04,408.6,0.43,0.06,27.04,87.53,101.04,5.44,168.1,136.83,195.44,18.08,0.32,1.55,24.81,5.99,168.4,9.67,80.18,0,1,361.28052,98.05,33.11,24.73,98.5,0.013630722,7,304,10,5,1,11.6977748
10/31/2025 8:00,4844.2,473.52,182.69,292.65,622.17,0.52,0.06,27.52,85.23,101.08,5.27,174,230.47,297.16,30.73,0.78,4.07,24.85,5.76,174.4,9.67,80.18,0,1,350.52026,98.26,41.94,44.48,98.75,0.034766156,8,304,10,5,1,25.61626152
10/31/2025 9:00,5423,628.55,229.06,332.26,786.67,0.57,0.06,28,82.45,101.08,5.08,180.7,304.45,374.24,41.31,1.27,6.68,24.75,5.55,180.8,9.67,80.18,0,1,358.51562,99.65,24.89,38.97,99.87,0.06207988,9,304,10,5,1,39.01303431
10/31/2025 10:00,6951.478727,708.67,430.26,311.82,886.15,0.58,0.06,28.38,80.16,101.03,4.93,186.1,340.57,420.42,46.83,1.59,8,24.64,5.41,186,9.67,80.18,0,1,469.45825,99.79,10.93,29.64,99.79,0.044945292,10,304,10,5,1,51.33203708
10/31/2025 11:00,7185.124637,662.12,219.59,312.03,884.05,0.52,0.06,28.68,78.18,100.94,4.96,190,319.28,415.57,43.17,1.5,7.53,24.53,5.47,189.6,9.67,80.18,0,1,453.56177,99.55,15.25,50.54,99.56,0.060810506,11,304,10,5,1,61.14931713
10/31/2025 12:00,5340.651597,498.2,79.19,285.3,831.33,0.41,0.06,28.81,77.05,100.86,5.03,193.8,243.69,390.65,34.06,1.13,5.57,24.41,5.55,193.3,9.67,80.18,0,1,475.64453,99.3,29.07,47.64,99.74,0.111237705,12,304,10,5,1,65.27381697
10/31/2025 13:00,3926.833333,324.8,86.26,177.46,705.97,0.31,0.06,28.87,76.66,100.8,5.02,198.3,160.38,331.48,22.57,0.67,3.58,24.38,5.56,197.7,9.67,80.18,0,1,473.84106,100,60.01,52.13,100,0.208637,13,304,10,5,1,61.14931713
